Client Hardware Details V2 Manufacturer,Client Hardware Details V2 Manufacturer,Client Hardware Details V2 Cores,Client Hardware Details V2 Manufacturer,Client Hardware Details V2 Device Name
razer,intel(r) core(tm) i7-10750h cpu @ 2.60ghz,12,keychron,keyboard
razer,intel(r) core(tm) i7-10750h cpu @ 2.60ghz,12,keychron,mouse
"gigabyte technology co., ltd.",amd ryzen 7 7800x3d 8-core processor           ,16,keychron,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 7800x3d 8-core processor           ,16,keychron,mouse
"gigabyte technology co., ltd.",amd ryzen 5 7600x 6-core processor             ,12,keychron,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 5600 6-core processor              ,12,keyboard,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 5600 6-core processor              ,12,keyboard,mouse
"micro-star international co., ltd.",amd ryzen 5 7600x 6-core processor             ,12,keyboard,keyboard
"micro-star international co., ltd.",amd ryzen 5 7600x 6-core processor             ,12,keyboard,mouse
to be filled by o.e.m.,intel(r) core(tm) i5-9400f cpu @ 2.90ghz,6,keyboard,keyboard
to be filled by o.e.m.,intel(r) core(tm) i5-9400f cpu @ 2.90ghz,6,keyboard,mouse
"micro-star international co., ltd.",amd ryzen 7 7800x3d 8-core processor           ,16,keyboard,keyboard
"micro-star international co., ltd.",amd ryzen 7 7800x3d 8-core processor           ,16,keyboard,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i5-9400f cpu @ 2.90ghz,6,juchen,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i5-9400f cpu @ 2.90ghz,6,juchen,mouse
lenovo,intel(r) core(tm) i5-9300h cpu @ 2.40ghz,8,ite tech. inc.,keyboard
lenovo,12th gen intel(r) core(tm) i5-12450hx,12,ite tech. inc.,keyboard
lenovo,amd ryzen 5 4600h with radeon graphics         ,12,ite tech. inc.,keyboard
lenovo,amd ryzen 7 7840hs w/ radeon 780m graphics     ,16,ite tech. inc.,keyboard
lenovo,13th gen intel(r) core(tm) i5-13450hx,16,ite tech. inc.,keyboard
lenovo,11th gen intel(r) core(tm) i5-11320h @ 3.20ghz,8,ite tech. inc.,keyboard
lenovo,11th gen intel(r) core(tm) i7-11800h @ 2.30ghz,16,ite tech. inc.,keyboard
lenovo,12th gen intel(r) core(tm) i5-12450h,12,ite tech. inc.,keyboard
lenovo,12th gen intel(r) core(tm) i7-12650h,16,ite tech. inc.,keyboard
lenovo,12th gen intel(r) core(tm) i7-12700h,20,ite tech. inc.,keyboard
lenovo,13th gen intel(r) core(tm) i7-13650hx,20,ite tech. inc.,keyboard
lenovo,13th gen intel(r) core(tm) i7-13700hx,24,ite tech. inc.,keyboard
lenovo,amd ryzen 5 5600h with radeon graphics         ,12,ite tech. inc.,keyboard
lenovo,amd ryzen 5 7535hs with radeon graphics        ,12,ite tech. inc.,keyboard
lenovo,amd ryzen 7 5800h with radeon graphics         ,16,ite tech. inc.,keyboard
lenovo,amd ryzen 7 6800h with radeon graphics         ,16,ite tech. inc.,keyboard
lenovo,amd ryzen 7 7435hs                             ,16,ite tech. inc.,keyboard
lenovo,amd ryzen 7 7745hx with radeon graphics        ,16,ite tech. inc.,keyboard
lenovo,amd ryzen 7 8845hs w/ radeon 780m graphics,16,ite tech. inc.,keyboard
lenovo,intel(r) core(tm) i5-10300h cpu @ 2.50ghz,8,ite tech. inc.,keyboard
lenovo,intel(r) core(tm) i7-14650hx,24,ite tech. inc.,keyboard
lenovo,intel(r) core(tm) i7-14700hx,28,ite tech. inc.,keyboard
lenovo,intel(r) core(tm) i9-14900hx,32,ite tech. inc.,keyboard
lenovo,intel(r) core(tm) ultra 9 275hx,24,ite tech. inc.,keyboard
lenovo,amd ryzen 5 7640hs w/ radeon 760m graphics     ,12,ite tech. inc.,keyboard
lenovo,amd ryzen 9 9955hx 16-core processor           ,32,ite tech. inc.,keyboard
asustek computer inc.,11th gen intel(r) core(tm) i7-11370h @ 3.30ghz,8,instant,keyboard
asustek computer inc.,11th gen intel(r) core(tm) i7-11370h @ 3.30ghz,8,instant,mouse
asustek computer inc.,12th gen intel(r) core(tm) i5-12450h,12,instant,keyboard
asustek computer inc.,12th gen intel(r) core(tm) i5-12450h,12,instant,mouse
asustek computer inc.,13th gen intel(r) core(tm) i5-13450hx,16,instant,keyboard
asustek computer inc.,13th gen intel(r) core(tm) i5-13450hx,16,instant,mouse
asus,13th gen intel(r) core(tm) i7-13700k,24,instant,keyboard
asus,13th gen intel(r) core(tm) i7-13700k,24,instant,mouse
hp,11th gen intel(r) core(tm) i3-1125g4 @ 2.00ghz,8,instant,keyboard
hp,11th gen intel(r) core(tm) i3-1125g4 @ 2.00ghz,8,instant,mouse
asustek computer inc.,11th gen intel(r) core(tm) i5-11400h @ 2.70ghz,12,instant,keyboard
asustek computer inc.,11th gen intel(r) core(tm) i5-11400h @ 2.70ghz,12,instant,mouse
acer,11th gen intel(r) core(tm) i7-11800h @ 2.30ghz,16,instant,keyboard
acer,11th gen intel(r) core(tm) i7-11800h @ 2.30ghz,16,instant,mouse
"micro-star international co., ltd.",12th gen intel(r) core(tm) i5-12400f,12,instant,keyboard
"micro-star international co., ltd.",12th gen intel(r) core(tm) i5-12400f,12,instant,mouse
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i5-12400f,12,instant,keyboard
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i5-12400f,12,instant,mouse
acer,12th gen intel(r) core(tm) i5-12500h,16,instant,keyboard
acer,12th gen intel(r) core(tm) i5-12500h,16,instant,mouse
asus,12th gen intel(r) core(tm) i7-12700k,20,instant,keyboard
asus,12th gen intel(r) core(tm) i7-12700k,20,instant,mouse
acer,13th gen intel(r) core(tm) i5-13420h,12,instant,keyboard
acer,13th gen intel(r) core(tm) i5-13420h,12,instant,mouse
acer,13th gen intel(r) core(tm) i7-13700hx,24,instant,keyboard
acer,13th gen intel(r) core(tm) i7-13700hx,24,instant,mouse
acer,13th gen intel(r) core(tm) i9-13900hx,32,instant,keyboard
acer,13th gen intel(r) core(tm) i9-13900hx,32,instant,mouse
galaxy,amd ryzen 5 3600 6-core processor              ,12,instant,keyboard
galaxy,amd ryzen 5 3600 6-core processor              ,12,instant,mouse
biostar group,amd ryzen 5 5600 6-core processor              ,12,instant,keyboard
biostar group,amd ryzen 5 5600 6-core processor              ,12,instant,mouse
lenovo,amd ryzen 5 5600h with radeon graphics         ,12,instant,keyboard
lenovo,amd ryzen 5 5600h with radeon graphics         ,12,instant,mouse
asustek computer inc.,amd ryzen 5 7535hs with radeon graphics        ,12,instant,keyboard
asustek computer inc.,amd ryzen 5 7535hs with radeon graphics        ,12,instant,mouse
"micro-star international co., ltd.",amd ryzen 5 7600 6-core processor              ,12,instant,keyboard
"micro-star international co., ltd.",amd ryzen 5 7600 6-core processor              ,12,instant,mouse
"micro-star international co., ltd.",amd ryzen 5 8500g w/ radeon 740m graphics      ,12,instant,keyboard
"micro-star international co., ltd.",amd ryzen 5 8500g w/ radeon 740m graphics      ,12,instant,mouse
"micro-star international co., ltd.",amd ryzen 5 9600x 6-core processor             ,12,instant,keyboard
"micro-star international co., ltd.",amd ryzen 5 9600x 6-core processor             ,12,instant,mouse
asustek computer inc.,amd ryzen 7 4800h with radeon graphics         ,16,instant,keyboard
asustek computer inc.,amd ryzen 7 4800h with radeon graphics         ,16,instant,mouse
"micro-star international co., ltd.",amd ryzen 7 5700                               ,16,instant,keyboard
"micro-star international co., ltd.",amd ryzen 7 5700                               ,16,instant,mouse
"gigabyte technology co., ltd.",amd ryzen 7 5700x3d 8-core processor           ,16,instant,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 5700x3d 8-core processor           ,16,instant,mouse
asus,amd ryzen 7 5800x 8-core processor             ,16,instant,keyboard
asus,amd ryzen 7 5800x 8-core processor             ,16,instant,mouse
lenovo,amd ryzen 7 7435hs                             ,16,instant,keyboard
lenovo,amd ryzen 7 7435hs                             ,16,instant,mouse
asustek computer inc.,amd ryzen 9 5900hx with radeon graphics        ,16,instant,keyboard
asustek computer inc.,amd ryzen 9 5900hx with radeon graphics        ,16,instant,mouse
"micro-star international co., ltd.",intel(r) core(tm) i5-14400f,16,instant,keyboard
"micro-star international co., ltd.",intel(r) core(tm) i5-14400f,16,instant,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i5-14500,20,instant,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i5-14500,20,instant,mouse
dell inc.,intel(r) core(tm) i5-8300h cpu @ 2.30ghz,8,instant,keyboard
dell inc.,intel(r) core(tm) i5-8300h cpu @ 2.30ghz,8,instant,mouse
"micro-star international co., ltd.",intel(r) core(tm) i7-14700f,28,instant,keyboard
"micro-star international co., ltd.",intel(r) core(tm) i7-14700f,28,instant,mouse
system manufacturer,intel(r) core(tm) i7-8700k cpu @ 3.70ghz,12,instant,keyboard
system manufacturer,intel(r) core(tm) i7-8700k cpu @ 3.70ghz,12,instant,mouse
to be filled by o.e.m.,amd ryzen 5 3600x 6-core processor             ,12,instant,keyboard
to be filled by o.e.m.,amd ryzen 5 3600x 6-core processor             ,12,instant,mouse
hp,12th gen intel(r) core(tm) i5-12450h,12,instant,keyboard
hp,12th gen intel(r) core(tm) i5-12450h,12,instant,mouse
hp,13th gen intel(r) core(tm) i5-13420h,12,instant,keyboard
hp,13th gen intel(r) core(tm) i5-13420h,12,instant,mouse
hp,amd ryzen 5 5600h with radeon graphics         ,12,instant,keyboard
hp,amd ryzen 5 5600h with radeon graphics         ,12,instant,mouse
lenovo,amd ryzen 5 5600g with radeon graphics         ,12,instant,keyboard
lenovo,amd ryzen 5 5600g with radeon graphics         ,12,instant,mouse
"micro-star international co., ltd.",amd ryzen 5 7600x 6-core processor             ,12,instant,keyboard
"micro-star international co., ltd.",amd ryzen 5 7600x 6-core processor             ,12,instant,mouse
system manufacturer,amd ryzen 5 3500 6-core processor              ,6,instant,keyboard
system manufacturer,amd ryzen 5 3500 6-core processor              ,6,instant,mouse
"micro-star international co., ltd.",amd ryzen 9 7900x 12-core processor            ,24,i-chip,keyboard
"micro-star international co., ltd.",amd ryzen 9 7900x 12-core processor            ,24,i-chip,mouse
system manufacturer,amd ryzen 5 3600x 6-core processor             ,12,hyperx alloy elite rgb,keyboard
system manufacturer,amd ryzen 5 3600x 6-core processor             ,12,hyperx alloy elite rgb,mouse
"gigabyte technology co., ltd.",amd ryzen 7 3800x 8-core processor             ,16,hyperx alloy elite rgb,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 3800x 8-core processor             ,16,hyperx alloy elite rgb,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i5-8400 cpu @ 2.80ghz,6,hyperx alloy elite rgb,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i5-8400 cpu @ 2.80ghz,6,hyperx alloy elite rgb,mouse
asus,amd ryzen 3 2200g with radeon vega graphics    ,4,huion,keyboard
"micro-star international co., ltd.",amd ryzen 5 5600x 6-core processor             ,12,htltek,keyboard
"micro-star international co., ltd.",amd ryzen 5 5600x 6-core processor             ,12,htltek,mouse
"gigabyte technology co., ltd.",amd ryzen 5 7600 6-core processor              ,12,htltek,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 7600 6-core processor              ,12,htltek,mouse
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i5-12400f,12,htltek,keyboard
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i5-12400f,12,htltek,mouse
"micro-star international co., ltd.",12th gen intel(r) core(tm) i5-12400f,12,htltek,keyboard
"micro-star international co., ltd.",12th gen intel(r) core(tm) i5-12400f,12,htltek,mouse
dell inc.,12th gen intel(r) core(tm) i5-12500h,16,htltek,keyboard
dell inc.,12th gen intel(r) core(tm) i5-12500h,16,htltek,mouse
"micro-star international co., ltd.",12th gen intel(r) core(tm) i5-12600k,16,htltek,keyboard
"micro-star international co., ltd.",12th gen intel(r) core(tm) i5-12600k,16,htltek,mouse
"micro-star international co., ltd.",amd ryzen 5 1600 six-core processor            ,12,htltek,keyboard
"micro-star international co., ltd.",amd ryzen 5 1600 six-core processor            ,12,htltek,mouse
"micro-star international co., ltd.",amd ryzen 5 3500 6-core processor              ,6,htltek,keyboard
"micro-star international co., ltd.",amd ryzen 5 3500 6-core processor              ,6,htltek,mouse
msi,amd ryzen 5 3600 6-core processor              ,12,htltek,keyboard
msi,amd ryzen 5 3600 6-core processor              ,12,htltek,mouse
lenovo,amd ryzen 5 4600h with radeon graphics         ,12,htltek,keyboard
lenovo,amd ryzen 5 4600h with radeon graphics         ,12,htltek,mouse
"gigabyte technology co., ltd.",amd ryzen 5 7600x 6-core processor             ,12,htltek,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 7600x 6-core processor             ,12,htltek,mouse
"gigabyte technology co., ltd.",amd ryzen 5 9600x 6-core processor             ,12,htltek,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 9600x 6-core processor             ,12,htltek,mouse
"micro-star international co., ltd.",amd ryzen 5 9600x 6-core processor             ,12,htltek,keyboard
"micro-star international co., ltd.",amd ryzen 5 9600x 6-core processor             ,12,htltek,mouse
"gigabyte technology co., ltd.",amd ryzen 7 5700x 8-core processor             ,16,htltek,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 5700x 8-core processor             ,16,htltek,mouse
"gigabyte technology co., ltd.",amd ryzen 7 9700x 8-core processor             ,16,htltek,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 9700x 8-core processor             ,16,htltek,mouse
"micro-star international co., ltd.",amd ryzen 7 9700x 8-core processor             ,16,htltek,keyboard
"micro-star international co., ltd.",amd ryzen 7 9700x 8-core processor             ,16,htltek,mouse
"micro-star international co., ltd.",amd ryzen 7 9800x3d 8-core processor           ,16,htltek,keyboard
"micro-star international co., ltd.",amd ryzen 7 9800x3d 8-core processor           ,16,htltek,mouse
asustek computer inc.,amd ryzen 9 8945h w/ radeon 780m graphics      ,16,htltek,keyboard
asustek computer inc.,amd ryzen 9 8945h w/ radeon 780m graphics      ,16,htltek,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i5-14600k,20,htltek,keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i5-14600k,20,htltek,mouse
system manufacturer,intel(r) core(tm) i5-9600k cpu @ 3.70ghz,6,htltek,keyboard
system manufacturer,intel(r) core(tm) i5-9600k cpu @ 3.70ghz,6,htltek,mouse
acer,intel(r) core(tm) i7-14700hx,28,htltek,keyboard
acer,intel(r) core(tm) i7-14700hx,28,htltek,mouse
hp,intel(r) core(tm) i9-10980xe cpu @ 3.00ghz,36,htltek,keyboard
hp,intel(r) core(tm) i9-10980xe cpu @ 3.00ghz,36,htltek,mouse
asustek computer inc.,11th gen intel(r) core(tm) i5-11400h @ 2.70ghz,12,htltek,keyboard
asustek computer inc.,11th gen intel(r) core(tm) i5-11400h @ 2.70ghz,12,htltek,mouse
hp,13th gen intel(r) core(tm) i5-13420h,12,ht,keyboard
hp,13th gen intel(r) core(tm) i5-13420h,12,ht,mouse
lenovo,13th gen intel(r) core(tm) i5-13450hx,16,ht,keyboard
lenovo,13th gen intel(r) core(tm) i5-13450hx,16,ht,mouse
"micro-star international co., ltd",amd ryzen 5 3600 6-core processor              ,12,ht,keyboard
"micro-star international co., ltd",amd ryzen 5 3600 6-core processor              ,12,ht,mouse
"gigabyte technology co., ltd.",amd ryzen 5 5500                               ,12,ht,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 5500                               ,12,ht,mouse
"gigabyte technology co., ltd.",amd ryzen 5 7600 6-core processor              ,12,ht,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 7600 6-core processor              ,12,ht,mouse
"micro-star international co., ltd.",amd ryzen 7 7800x3d 8-core processor           ,16,ht,keyboard
"micro-star international co., ltd.",amd ryzen 7 7800x3d 8-core processor           ,16,ht,mouse
"micro-star international co., ltd.",amd ryzen 7 8845hs w/ radeon 780m graphics,16,ht,keyboard
"micro-star international co., ltd.",amd ryzen 7 8845hs w/ radeon 780m graphics,16,ht,mouse
"micro-star international co., ltd.",amd ryzen 7 9800x3d 8-core processor           ,16,ht,keyboard
"micro-star international co., ltd.",amd ryzen 7 9800x3d 8-core processor           ,16,ht,mouse
"micro-star international co., ltd.",amd ryzen 9 7900x 12-core processor            ,24,ht,keyboard
"micro-star international co., ltd.",amd ryzen 9 7900x 12-core processor            ,24,ht,mouse
asus,12th gen intel(r) core(tm) i5-12400,12,ht,keyboard
asus,12th gen intel(r) core(tm) i5-12400,12,ht,mouse
hp,amd ryzen 7 5800h with radeon graphics         ,16,ht,keyboard
hp,amd ryzen 7 5800h with radeon graphics         ,16,ht,mouse
asustek computer inc.,11th gen intel(r) core(tm) i5-11400h @ 2.70ghz,12,hs6209,keyboard
asustek computer inc.,11th gen intel(r) core(tm) i5-11400h @ 2.70ghz,12,hs6209,mouse
"gigabyte technology co., ltd.",amd ryzen 7 7800x3d 8-core processor           ,16,hs6209,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 7800x3d 8-core processor           ,16,hs6209,mouse
"micro-star international co., ltd.",amd ryzen 9 7900x 12-core processor            ,10,"hp, inc",keyboard
"micro-star international co., ltd.",amd ryzen 9 7900x 12-core processor            ,10,"hp, inc",mouse
hp,amd ryzen 9 8940hx with radeon graphics        ,32,"hp, inc",keyboard
hp,amd ryzen 9 8940hx with radeon graphics        ,32,"hp, inc",mouse
"gigabyte technology co., ltd.",13th gen intel(r) core(tm) i9-13900k,32,"hp, inc",keyboard
"gigabyte technology co., ltd.",13th gen intel(r) core(tm) i9-13900k,32,"hp, inc",mouse
"micro-star international co., ltd.",amd ryzen 7 9700x 8-core processor             ,16,"hp, inc",keyboard
"micro-star international co., ltd.",amd ryzen 7 9700x 8-core processor             ,16,"hp, inc",mouse
goldentec,amd ryzen 7 5700x 8-core processor             ,16,"hp, inc",keyboard
goldentec,amd ryzen 7 5700x 8-core processor             ,16,"hp, inc",mouse
"micro-star international co., ltd.",amd ryzen 5 9600x 6-core processor             ,12,"hp, inc",keyboard
"micro-star international co., ltd.",amd ryzen 5 9600x 6-core processor             ,12,"hp, inc",mouse
"micro-star international co., ltd.",intel(r) core(tm) i5-14500,20,"hp, inc",keyboard
"micro-star international co., ltd.",intel(r) core(tm) i5-14500,20,"hp, inc",mouse
gigabyte,amd ryzen 7 260 w/ radeon 780m graphics        ,16,"hp, inc",keyboard
gigabyte,amd ryzen 7 260 w/ radeon 780m graphics        ,16,"hp, inc",mouse
"gigabyte technology co., ltd.",11th gen intel(r) core(tm) i5-11400f @ 2.60ghz,12,"hp, inc",keyboard
"gigabyte technology co., ltd.",11th gen intel(r) core(tm) i5-11400f @ 2.60ghz,12,"hp, inc",mouse
"micro-star international co., ltd.",12th gen intel(r) core(tm) i5-12400f,12,"hp, inc",keyboard
"micro-star international co., ltd.",12th gen intel(r) core(tm) i5-12400f,12,"hp, inc",mouse
asus,12th gen intel(r) core(tm) i5-12400f,12,"hp, inc",keyboard
asus,12th gen intel(r) core(tm) i5-12400f,12,"hp, inc",mouse
hp,12th gen intel(r) core(tm) i5-12450h,12,"hp, inc",keyboard
hp,12th gen intel(r) core(tm) i5-12450h,12,"hp, inc",mouse
asus,13th gen intel(r) core(tm) i5-13400f,16,"hp, inc",keyboard
asus,13th gen intel(r) core(tm) i5-13400f,16,"hp, inc",mouse
"micro-star international co., ltd.",13th gen intel(r) core(tm) i5-13600kf,20,"hp, inc",keyboard
"micro-star international co., ltd.",13th gen intel(r) core(tm) i5-13600kf,20,"hp, inc",mouse
asustek computer inc.,13th gen intel(r) core(tm) i7-13620h,16,"hp, inc",keyboard
asustek computer inc.,13th gen intel(r) core(tm) i7-13620h,16,"hp, inc",mouse
system manufacturer,amd ryzen 5 1500x quad-core processor          ,8,"hp, inc",keyboard
system manufacturer,amd ryzen 5 1500x quad-core processor          ,8,"hp, inc",mouse
"gigabyte technology co., ltd.",amd ryzen 5 5600 6-core processor              ,12,"hp, inc",keyboard
"gigabyte technology co., ltd.",amd ryzen 5 5600 6-core processor              ,12,"hp, inc",mouse
system manufacturer,amd ryzen 5 5600 6-core processor              ,12,"hp, inc",keyboard
system manufacturer,amd ryzen 5 5600 6-core processor              ,12,"hp, inc",mouse
"gigabyte technology co., ltd.",amd ryzen 5 5600g with radeon graphics         ,12,"hp, inc",keyboard
"gigabyte technology co., ltd.",amd ryzen 5 5600g with radeon graphics         ,12,"hp, inc",mouse
"micro-star international co., ltd",amd ryzen 5 5600x 6-core processor             ,12,"hp, inc",keyboard
"micro-star international co., ltd",amd ryzen 5 5600x 6-core processor             ,12,"hp, inc",mouse
"micro-star international co., ltd.",amd ryzen 5 7600 6-core processor              ,12,"hp, inc",keyboard
"micro-star international co., ltd.",amd ryzen 5 7600 6-core processor              ,12,"hp, inc",mouse
"micro-star international co., ltd.",amd ryzen 5 7600x 6-core processor             ,12,"hp, inc",keyboard
"micro-star international co., ltd.",amd ryzen 5 7600x 6-core processor             ,12,"hp, inc",mouse
asustek computer inc.,amd ryzen 7 6800h with radeon graphics         ,16,"hp, inc",keyboard
asustek computer inc.,amd ryzen 7 6800h with radeon graphics         ,16,"hp, inc",mouse
"gigabyte technology co., ltd.",amd ryzen 7 7800x3d 8-core processor           ,16,"hp, inc",keyboard
"gigabyte technology co., ltd.",amd ryzen 7 7800x3d 8-core processor           ,16,"hp, inc",mouse
hp,amd ryzen 7 7840hs w/ radeon 780m graphics     ,16,"hp, inc",keyboard
hp,amd ryzen 7 7840hs w/ radeon 780m graphics     ,16,"hp, inc",mouse
asus,amd ryzen 7 9800x3d 8-core processor           ,16,"hp, inc",keyboard
asus,amd ryzen 7 9800x3d 8-core processor           ,16,"hp, inc",mouse
"micro-star international co., ltd.",amd ryzen 7 9800x3d 8-core processor           ,16,"hp, inc",keyboard
"micro-star international co., ltd.",amd ryzen 7 9800x3d 8-core processor           ,16,"hp, inc",mouse
asus,amd ryzen 9 9900x3d 12-core processor          ,24,"hp, inc",keyboard
asus,amd ryzen 9 9900x3d 12-core processor          ,24,"hp, inc",mouse
asustek computer inc.,intel(r) core(tm) i7-14650hx,16,"hp, inc",keyboard
asustek computer inc.,intel(r) core(tm) i7-14650hx,16,"hp, inc",mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i7-14700k,28,"hp, inc",keyboard
"gigabyte technology co., ltd.",intel(r) core(tm) i7-14700k,28,"hp, inc",mouse
asus,intel(r) core(tm) i7-14700k,28,"hp, inc",keyboard
asus,intel(r) core(tm) i7-14700k,28,"hp, inc",mouse
hp,intel(r) core(tm) i9-10980xe cpu @ 3.00ghz,36,"hp, inc",keyboard
hp,intel(r) core(tm) i9-10980xe cpu @ 3.00ghz,36,"hp, inc",mouse
asus,intel(r) core(tm) i9-9900k cpu @ 3.60ghz,16,"hp, inc",keyboard
asus,intel(r) core(tm) i9-9900k cpu @ 3.60ghz,16,"hp, inc",mouse
"micro-star international co., ltd.",13th gen intel(r) core(tm) i5-13400f,16,"hp, inc",keyboard
"micro-star international co., ltd.",13th gen intel(r) core(tm) i5-13400f,16,"hp, inc",mouse
asrock,amd ryzen 7 7800x3d 8-core processor           ,16,"hp, inc",keyboard
asrock,amd ryzen 7 7800x3d 8-core processor           ,16,"hp, inc",mouse
asrock,amd ryzen 9 9950x 16-core processor            ,32,"hp, inc",keyboard
asrock,amd ryzen 9 9950x 16-core processor            ,32,"hp, inc",mouse
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i5-12400f,12,"hp, inc",keyboard
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i5-12400f,12,"hp, inc",mouse
"gigabyte technology co., ltd.",amd ryzen 5 9600x 6-core processor             ,12,"hp, inc",keyboard
"gigabyte technology co., ltd.",amd ryzen 5 9600x 6-core processor             ,12,"hp, inc",mouse
hp,amd ryzen 7 5800h with radeon graphics         ,16,"hp, inc",keyboard
hp,amd ryzen 7 5800h with radeon graphics         ,16,"hp, inc",mouse
"micro-star international co., ltd.",amd ryzen 5 9600x 6-core processor             ,12,homertech,keyboard
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i7-12700kf,20,holtek,mouse
asus,amd ryzen 5 5600x 6-core processor             ,12,hfd.cn,keyboard
asus,amd ryzen 5 5600x 6-core processor             ,12,hfd.cn,mouse
"gigabyte technology co., ltd.",amd ryzen 5 5600g with radeon graphics         ,12,hengchangtong,keyboard
"micro-star international co., ltd.",intel(r) core(tm) i7-14650hx,24,hengchangtong,keyboard
asus,12th gen intel(r) core(tm) i7-12700f,20,hengchangtong,keyboard
acer,13th gen intel(r) core(tm) i5-13420h,12,hengchangtong,keyboard
acer,13th gen intel(r) core(tm) i5-13500hx,20,hengchangtong,keyboard
asustek computer inc.,amd ryzen 7 7445hs w/ radeon 740m graphics     ,12,hengchangtong,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 9600x 6-core processor             ,12,hengchangtong,keyboard
"micro-star international co., ltd.",amd ryzen 7 9700x 8-core processor             ,16,hanvon ugee,keyboard
"micro-star international co., ltd.",amd ryzen 7 9700x 8-core processor             ,16,hanvon ugee,mouse
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i5-12400,12,hangsheng,keyboard
"gigabyte technology co., ltd.",amd ryzen 5 9600x 6-core processor             ,12,hangsheng,keyboard
"micro-star international co., ltd.",amd ryzen 7 9800x3d 8-core processor           ,16,hangsheng,keyboard
"micro-star international co., ltd.",amd ryzen 7 9800x3d 8-core processor           ,16,hangsheng,mouse
"gigabyte technology co., ltd.",amd ryzen 5 7600x 6-core processor             ,12,hangsheng,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 9800x3d 8-core processor           ,16,hangsheng,keyboard
asus,amd ryzen 5 5600 6-core processor              ,12,glorious,keyboard
asus,amd ryzen 5 5600 6-core processor              ,12,glorious,mouse
to be filled by o.e.m.,amd ryzen 5 5600x 6-core processor             ,12,glorious,keyboard
to be filled by o.e.m.,amd ryzen 5 5600x 6-core processor             ,12,glorious,mouse
"gigabyte technology co., ltd.",amd ryzen 7 9800x3d 8-core processor           ,16,glorious,keyboard
"gigabyte technology co., ltd.",amd ryzen 7 9800x3d 8-core processor           ,16,glorious,mouse
asrock,amd ryzen 7 9800x3d 8-core processor           ,16,glorious,keyboard
asrock,amd ryzen 7 9800x3d 8-core processor           ,16,glorious,mouse
asus,amd ryzen 9 7900x 12-core processor            ,24,glorious,keyboard
asus,amd ryzen 9 7900x 12-core processor            ,24,glorious,mouse
asus,amd ryzen 9 9950x3d 16-core processor          ,32,glorious,keyboard
asus,amd ryzen 9 9950x3d 16-core processor          ,32,glorious,mouse
gigabyte,amd ryzen 7 260 w/ radeon 780m graphics        ,16,gigabyte,keyboard
gigabyte,amd ryzen 7 260 w/ radeon 780m graphics        ,16,gigabyte,mouse
"micro-star international co., ltd.",intel(r) core(tm) i7-14650hx,24,genius,keyboard
"micro-star international co., ltd.",intel(r) core(tm) i7-14650hx,24,genius,mouse
"gigabyte technology co., ltd.",intel(r) core(tm) i7-9700kf cpu @ 3.60ghz,8,genesis,keyboard
lenovo,amd ryzen 5 5600h with radeon graphics         ,12,gamingmousei,keyboard
lenovo,amd ryzen 5 5600h with radeon graphics         ,12,gamingmousei,mouse
asus,intel(r) core(tm) i7-14700k,28,gamingmousei,keyboard
asus,intel(r) core(tm) i7-14700k,28,gamingmousei,mouse
"micro-star international co., ltd.",amd ryzen 7 7800x3d 8-core processor           ,16,gaming mouse 8k,keyboard
"micro-star international co., ltd.",amd ryzen 7 7800x3d 8-core processor           ,16,gaming mouse 8k,mouse
"gigabyte technology co., ltd.",12th gen intel(r) core(tm) i5-12400f,12,gaming kb ,keyboard
"micro-star international co., ltd",amd ryzen 7 3700x 8-core processor             ,16,gaming kb ,keyboard
